modname:forgemultipartcbe

patch:id=patch0,Ox=0.132891,Oy=1.003906,Oz=0.593672,Ux=0.195313,Uy=1.003906,Uz=0.593672,Vx=0.132891,Vy=1.003906,Vz=0.562500,Umin=0.375000,Umax=0.375000,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch84,Ox=-0.124922,Oy=1.003906,Oz=0.000000,Ux=-0.124922,Uy=1.003906,Uz=0.623744,Vx=0.873830,Vy=1.003906,Vz=0.000000,Umin=0.125000,Umax=0.187500,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch85,Ox=0.562500,Oy=1.003906,Oz=1.109375,Ux=0.562500,Uy=1.003906,Uz=1.101484,Vx=0.500078,Vy=1.003906,Vz=1.109375,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch86,Ox=0.500078,Oy=1.003906,Oz=1.109375,Ux=0.500078,Uy=1.003906,Uz=1.062500,Vx=0.492188,Vy=1.003906,Vz=1.109375,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch87,Ox=-0.312422,Oy=1.003906,Oz=0.749922,Ux=-0.250000,Uy=1.003906,Uz=0.749922,Vx=-0.312422,Vy=1.003906,Vz=0.734375,Umin=0.750000,Umax=0.750000,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch88,Ox=0.562500,Oy=1.003906,Oz=1.132813,Ux=0.562500,Uy=1.003906,Uz=1.124922,Vx=0.500078,Vy=1.003906,Vz=1.132813,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch89,Ox=0.500078,Oy=1.003906,Oz=1.132813,Ux=0.500078,Uy=1.003906,Uz=1.109375,Vx=0.492188,Vy=1.003906,Vz=1.132813,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch90,Ox=-0.124922,Oy=1.003906,Oz=-0.742187,Ux=-0.124922,Uy=1.003906,Uz=-0.118443,Vx=0.873830,Vy=1.003906,Vz=-0.742187,Umin=0.937500,Umax=1.000000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch91,Ox=0.562500,Oy=1.003906,Oz=1.179688,Ux=0.562500,Uy=1.003906,Uz=1.171797,Vx=0.500078,Vy=1.003906,Vz=1.179688,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch92,Ox=0.500078,Oy=1.003906,Oz=1.179688,Ux=0.500078,Uy=1.003906,Uz=1.132813,Vx=0.492188,Vy=1.003906,Vz=1.179688,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch93,Ox=-0.124922,Oy=1.003906,Oz=0.054688,Ux=-0.124922,Uy=1.003906,Uz=0.678432,Vx=0.873830,Vy=1.003906,Vz=0.054688,Umin=0.187500,Umax=0.250000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch94,Ox=0.562500,Oy=1.003906,Oz=1.226563,Ux=0.562500,Uy=1.003906,Uz=1.218672,Vx=0.500078,Vy=1.003906,Vz=1.226563,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch95,Ox=0.500078,Oy=1.003906,Oz=1.226563,Ux=0.500078,Uy=1.003906,Uz=1.179688,Vx=0.492188,Vy=1.003906,Vz=1.226563,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch96,Ox=-0.249922,Oy=1.003906,Oz=0.882734,Ux=-0.187500,Uy=1.003906,Uz=0.882734,Vx=-0.249922,Vy=1.003906,Vz=0.851563,Umin=0.687500,Umax=0.687500,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch97,Ox=0.562500,Oy=1.003906,Oz=1.265625,Ux=0.562500,Uy=1.003906,Uz=1.257734,Vx=0.500078,Vy=1.003906,Vz=1.265625,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch98,Ox=0.500078,Oy=1.003906,Oz=1.265625,Ux=0.500078,Uy=1.003906,Uz=1.226563,Vx=0.492188,Vy=1.003906,Vz=1.265625,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch99,Ox=-0.374922,Oy=1.003906,Oz=0.140625,Ux=-0.374922,Uy=1.003906,Uz=0.764369,Vx=0.623830,Vy=1.003906,Vz=0.140625,Umin=0.187500,Umax=0.250000,Vmin=0.812500,Vmax=0.875000,VmaxAtUMax=0.875000,VminAtUMax=0.812500,visibility=top
patch:id=patch100,Ox=0.562500,Oy=1.003906,Oz=1.312500,Ux=0.562500,Uy=1.003906,Uz=1.304609,Vx=0.500078,Vy=1.003906,Vz=1.312500,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch101,Ox=0.500078,Oy=1.003906,Oz=1.312500,Ux=0.500078,Uy=1.003906,Uz=1.265625,Vx=0.492188,Vy=1.003906,Vz=1.312500,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch102,Ox=-0.124922,Oy=1.003906,Oz=-0.500000,Ux=-0.124922,Uy=1.003906,Uz=0.123744,Vx=0.873830,Vy=1.003906,Vz=-0.500000,Umin=0.875000,Umax=0.937500,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch103,Ox=0.562500,Oy=1.003906,Oz=1.359375,Ux=0.562500,Uy=1.003906,Uz=1.351484,Vx=0.500078,Vy=1.003906,Vz=1.359375,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch104,Ox=0.500078,Oy=1.003906,Oz=1.359375,Ux=0.500078,Uy=1.003906,Uz=1.312500,Vx=0.492188,Vy=1.003906,Vz=1.359375,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch105,Ox=-0.124922,Oy=1.003906,Oz=-0.515625,Ux=-0.124922,Uy=1.003906,Uz=0.108119,Vx=0.873830,Vy=1.003906,Vz=-0.515625,Umin=0.937500,Umax=1.000000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch106,Ox=0.562500,Oy=1.003906,Oz=1.406250,Ux=0.562500,Uy=1.003906,Uz=1.398359,Vx=0.500078,Vy=1.003906,Vz=1.406250,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch107,Ox=0.500078,Oy=1.003906,Oz=1.406250,Ux=0.500078,Uy=1.003906,Uz=1.359375,Vx=0.492188,Vy=1.003906,Vz=1.406250,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch108,Ox=-0.062422,Oy=1.003906,Oz=0.343750,Ux=-0.062422,Uy=1.003906,Uz=0.967494,Vx=0.936330,Vy=1.003906,Vz=0.343750,Umin=0.125000,Umax=0.187500,Vmin=0.500000,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.500000,visibility=top
patch:id=patch109,Ox=0.562500,Oy=1.003906,Oz=1.453125,Ux=0.562500,Uy=1.003906,Uz=1.445234,Vx=0.500078,Vy=1.003906,Vz=1.453125,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch110,Ox=0.500078,Oy=1.003906,Oz=1.453125,Ux=0.500078,Uy=1.003906,Uz=1.406250,Vx=0.492188,Vy=1.003906,Vz=1.453125,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch111,Ox=-0.124922,Oy=1.003906,Oz=-0.296875,Ux=-0.124922,Uy=1.003906,Uz=0.326869,Vx=0.873830,Vy=1.003906,Vz=-0.296875,Umin=0.812500,Umax=0.875000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch112,Ox=0.562500,Oy=1.003906,Oz=1.500000,Ux=0.562500,Uy=1.003906,Uz=1.492109,Vx=0.500078,Vy=1.003906,Vz=1.500000,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch113,Ox=0.500078,Oy=1.003906,Oz=1.500000,Ux=0.500078,Uy=1.003906,Uz=1.453125,Vx=0.492188,Vy=1.003906,Vz=1.500000,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch114,Ox=-0.124922,Oy=1.003906,Oz=0.500000,Ux=-0.124922,Uy=1.003906,Uz=1.123744,Vx=0.873830,Vy=1.003906,Vz=0.500000,Umin=0.062500,Umax=0.125000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch115,Ox=0.562500,Oy=1.003906,Oz=1.546875,Ux=0.562500,Uy=1.003906,Uz=1.538984,Vx=0.500078,Vy=1.003906,Vz=1.546875,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch116,Ox=0.500078,Oy=1.003906,Oz=1.546875,Ux=0.500078,Uy=1.003906,Uz=1.500000,Vx=0.492188,Vy=1.003906,Vz=1.546875,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch117,Ox=-0.312422,Oy=1.003906,Oz=1.187422,Ux=-0.250000,Uy=1.003906,Uz=1.187422,Vx=-0.312422,Vy=1.003906,Vz=1.171875,Umin=0.750000,Umax=0.750000,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch118,Ox=0.562500,Oy=1.003906,Oz=1.570313,Ux=0.562500,Uy=1.003906,Uz=1.562422,Vx=0.500078,Vy=1.003906,Vz=1.570313,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch119,Ox=0.500078,Oy=1.003906,Oz=1.570313,Ux=0.500078,Uy=1.003906,Uz=1.546875,Vx=0.492188,Vy=1.003906,Vz=1.570313,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patchblock:id=%multipart_block,data=0,patch0=patch0,patch1=patch1,patch2=patch2,patch3=patch3,patch4=patch4,patch5=patch5,patch6=patch6,patch7=patch7,patch8=patch8,patch9=patch9,patch10=patch10,patch11=patch11,patch12=patch12,patch13=patch13,patch14=patch14,patch15=patch15,patch16=patch16,patch17=patch17,patch18=patch18,patch19=patch19,patch20=patch20,patch21=patch21,patch22=patch22,patch23=patch23,patch24=patch24,patch25=patch25,patch26=patch26,patch27=patch27,patch28=patch28,patch29=patch29,patch30=patch30,patch31=patch31,patch32=patch32,patch33=patch33,patch34=patch34,patch35=patch35,patch36=patch36,patch37=patch37,patch38=patch38,patch39=patch39,patch40=patch40,patch41=patch41,patch42=patch42,patch43=patch43,patch44=patch44,patch45=patch45,patch46=patch46,patch47=patch47,patch48=patch48,patch49=patch49,patch50=patch50,patch51=patch51,patch52=patch52,patch53=patch53,patch54=patch54,patch55=patch55,patch56=patch56,patch57=patch57,patch58=patch58,patch59=patch59,patch60=patch60,patch61=patch61,patch62=patch62,patch63=patch63,patch64=patch64,patch65=patch65,patch66=patch66,patch67=patch67,patch68=patch68,patch69=patch69,patch70=patch70,patch71=patch71,patch72=patch72,patch73=patch73,patch74=patch74,patch75=patch75,patch76=patch76,patch77=patch77,patch78=patch78,patch79=patch79,patch80=patch80,patch81=patch81,patch82=patch82,patch83=patch83,patch84=patch84,patch85=patch85,patch86=patch86,patch87=patch87,patch88=patch88,patch89=patch89,patch90=patch90,patch91=patch91,patch92=patch92,patch93=patch93,patch94=patch94,patch95=patch95,patch96=patch96,patch97=patch97,patch98=patch98,patch99=patch99,patch100=patch100,patch101=patch101,patch102=patch102,patch103=patch103,patch104=patch104,patch105=patch105,patch106=patch106,patch107=patch107,patch108=patch108,patch109=patch109,patch110=patch110,patch111=patch111,patch112=patch112,patch113=patch113,patch114=patch114,patch115=patch115,patch116=patch116,patch117=patch117,patch118=patch118,patch119=patch119
